;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC;Em_elVC;Em_elBatt;C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
648;0.3616;480.0594;24302.0;0.2107;466.4085;2198127.637;5.0993;15.9139;10118.4735;7.6648;325.0272;537.3591;762.7684;2.1251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0275;383.9477;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;649
649;0.3771;322.0095;24302.0;0.2434;309.1406;2339846.8689;5.2681;15.2547;11919.051;7.7691;217.1757;572.0811;780.7675;2.8372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7226;106.2942;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;650
650;0.4035;692.8956;24302.0;0.2617;679.4123;2311038.1351;6.2939;15.4668;11081.8722;7.7619;396.3468;565.0228;886.5345;2.5521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3677;193.2837;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;651
651;0.324;509.977;24302.0;0.1905;497.0726;2349823.7853;5.445;16.1419;11280.8592;7.9881;322.9031;574.5255;794.4245;1.8245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3655;287.6374;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;652
652;0.4034;592.607;24302.0;0.2616;579.6017;2228815.1037;5.7293;15.0788;11365.5065;7.494;360.1575;544.8777;829.977;2.8147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7447;342.5428;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;653
653;0.3981;497.7224;24302.0;0.264;484.2799;2436928.3386;5.4211;16.6824;10866.8964;7.8306;313.279;595.8666;862.2714;2.9789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.5869;400.0144;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;654
654;0.37;662.2956;24302.0;0.2279;649.9852;2105761.9787;6.2913;16.7534;10210.2131;7.2302;389.1744;514.729;890.4287;1.9526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6495;442.1775;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;655
655;0.4018;463.4802;24302.0;0.2719;452.0655;2136180.88;6.6961;16.5787;11288.0894;7.6175;253.3516;522.1818;729.7163;2.5456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0615;81.2289;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;656
656;0.4436;400.4636;24302.0;0.3019;388.4294;2063993.9472;6.8284;15.7973;10856.9245;7.8754;200.3837;504.4956;776.8729;2.8576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3361;197.9688;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;657
657;0.3785;562.8179;24302.0;0.2398;549.5657;2321970.9482;6.419;16.1627;10840.6074;7.8162;318.1198;567.7014;839.4873;2.1777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5517;278.6086;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;658
658;0.3479;630.8436;24302.0;0.2123;618.6006;2193842.8363;6.0053;15.4954;11564.189;7.3422;378.7287;536.3093;832.3132;1.9746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2831;380.0774;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;659
659;0.3836;632.6294;24302.0;0.2586;620.9188;2276542.5916;6.5005;16.2418;11969.1379;7.173;353.7661;556.5712;703.587;2.4745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6418;359.3858;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;660
660;0.3055;575.4374;24302.0;0.1784;562.6162;2452276.5616;5.8226;15.9565;11986.7999;7.8115;362.5874;599.627;870.9773;1.5857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.8366;281.8677;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;661
661;0.4001;484.8348;24302.0;0.2588;471.6673;2264116.3431;5.9247;16.4241;10469.2392;7.5174;294.4478;553.5267;795.7297;2.5832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6124;304.8775;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;662
662;0.3558;442.1483;24302.0;0.2152;429.8842;2119172.6946;5.9165;15.8637;10892.4685;7.6153;265.672;518.0147;782.1495;1.989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.6029;32.0847;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;663
663;0.3368;506.6723;24302.0;0.2105;495.6537;2120780.0051;5.127;16.6704;11545.7462;7.4048;364.3666;518.4085;848.58;2.2826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.1733;310.9906;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;664
664;0.3166;404.6185;24302.0;0.1875;393.0177;2183736.5351;5.6501;16.296;11551.3314;7.3231;271.115;533.8332;719.5189;1.7103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6601;68.235;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;665
665;0.3803;516.043;24302.0;0.2544;505.2342;2086753.0224;6.0333;16.9127;11415.1095;7.7528;298.2206;510.0717;855.7575;2.5889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2681;189.7684;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;666
666;0.3812;374.64;24302.0;0.2548;362.9726;2243717.6225;6.0853;16.1753;11888.87;7.1188;210.543;548.5289;714.9931;2.5787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5042;350.8066;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;667
667;0.4116;565.0674;24302.0;0.268;552.7911;2076929.1638;6.4819;16.0247;10557.6344;7.8637;321.8525;507.6648;792.4637;2.5151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2985;100.2009;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;668
668;0.4315;722.6827;24302.0;0.3022;711.1317;2170990.2939;6.5545;16.5473;11358.2758;7.0067;392.4246;530.7103;764.5448;2.9744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0545;25.1709;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;669
669;0.2999;532.3618;24302.0;0.1751;520.4466;2319695.0815;6.0749;16.6064;11723.4279;7.754;335.3155;567.1438;892.568;1.4455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5631;30.3;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;670
670;0.3574;288.8411;24302.0;0.2197;275.8651;2290504.7237;5.0843;15.3601;11491.9724;7.8825;204.9543;559.992;737.0928;2.4825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0988;154.1297;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;671
671;0.3826;385.6709;24302.0;0.257;374.7609;2111716.9455;6.3049;16.6487;11625.9956;7.4961;222.1548;516.188;724.2684;2.5187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8794;71.0564;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;672
672;0.3127;504.2348;24302.0;0.1781;491.6348;2274472.4346;5.7736;16.5829;10885.5505;7.0247;308.5487;556.064;760.5111;1.4443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3888;266.1682;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;673
673;0.3672;520.4381;24302.0;0.2291;508.1678;2159381.1696;6.5676;15.5273;11333.8529;7.7223;284.7991;527.866;705.8095;2.0272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5619;323.8317;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;674
674;0.4502;605.8148;24302.0;0.3078;591.8061;2390789.3859;6.7866;16.0192;10653.7714;7.5553;332.6637;584.5623;749.4178;2.9124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9459;134.5623;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;675
675;0.3751;339.321;24302.0;0.2526;326.9614;2451668.004;5.993;16.8411;11778.3668;7.911;200.1018;599.4779;715.2068;2.6241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0407;302.2023;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;676
676;0.3085;381.9229;24302.0;0.1708;369.3677;2216046.4139;5.7707;15.1249;11669.868;7.3437;220.2767;541.7493;807.8117;1.4314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7161;418.902;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;677
677;0.3594;430.2222;24302.0;0.2303;418.1214;2277534.4059;6.4164;16.7109;11262.9047;7.2847;232.2209;556.8142;874.8708;2.0634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3225;438.8068;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;678
678;0.3503;614.4636;24302.0;0.1959;600.2553;2237048.3861;6.0141;15.6188;10080.5616;7.1301;355.4675;546.8949;733.0185;1.5549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0893;411.3173;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;679
679;0.3248;667.4397;24302.0;0.1926;655.9667;2109299.0412;6.3591;15.9343;11537.9855;7.1336;391.4717;515.5956;718.0133;1.5792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6896;376.4401;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;680
680;0.3599;442.953;24302.0;0.2056;429.3784;2138283.6894;6.332;15.0756;10448.7398;7.4124;231.685;522.697;754.8875;1.6672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0315;386.9637;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;681
681;0.3098;565.3057;24302.0;0.1683;551.4486;2379102.3043;5.3103;15.2673;11245.4886;7.8874;384.6346;581.6989;791.5694;1.4896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2252;295.7778;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;682
682;0.4465;626.9708;24302.0;0.2891;613.1176;2139480.3969;6.1038;15.1757;10176.7257;7.4431;371.9204;522.9902;848.7902;2.9028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7824;410.9839;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;683
683;0.2909;530.7831;24302.0;0.1647;518.6305;2341062.7597;5.7368;16.4387;11718.5561;7.1793;346.2553;572.379;755.9265;1.3434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8935;288.4962;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;684
684;0.3108;337.2077;24302.0;0.1677;322.7909;2448670.521;5.1769;15.4228;11012.7886;7.4488;234.5302;598.7435;891.3678;1.4704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2934;93.1035;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;685
685;0.3597;520.9326;24302.0;0.2123;508.2195;2096440.5576;6.3727;15.7584;10464.5195;7.4408;296.88;512.4452;810.4545;1.7525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6598;432.6281;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;686
686;0.3476;481.9532;24302.0;0.208;469.3691;2190960.8609;5.7568;16.0093;10875.3144;7.8508;291.1721;535.6032;726.1015;1.9424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.376;366.513;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;687
687;0.4036;333.928;24302.0;0.26;320.9868;2190433.9341;5.7629;15.8818;10657.4905;7.3012;205.2683;535.4741;701.9975;2.6822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1574;177.5546;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;688
688;0.4264;582.1522;24302.0;0.2907;570.4706;2091616.1773;6.9151;16.3682;10939.057;7.7556;315.044;511.2632;795.9114;2.6798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.559;228.1466;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;689
689;0.3879;535.2515;24302.0;0.2489;521.4631;2411255.0438;6.6999;15.5447;11249.8908;7.6688;288.6042;589.5765;869.864;2.2406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.215;378.9484;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;690
690;0.4213;599.0672;24302.0;0.2956;586.9879;2335165.3425;6.5276;16.1781;11949.4971;7.1807;319.3274;570.9341;800.2127;2.9608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0921;396.3985;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;691
691;0.3571;693.7901;24302.0;0.2242;681.6008;2228529.804;6.246;16.5653;11036.7692;7.4417;385.6428;544.8078;710.1351;2.0191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7499;448.347;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;692
692;0.3675;398.6626;24302.0;0.2118;383.2549;2404697.6416;5.0879;15.607;10000.0405;7.8769;281.3947;587.9699;798.5722;2.1394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0252;118.3322;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;693
693;0.3471;478.1752;24302.0;0.2178;466.7324;2151166.6622;5.1568;15.835;11872.0497;7.4675;342.306;525.8534;833.8277;2.4356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.1818;262.4321;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;694
694;0.4088;453.8099;24302.0;0.2685;439.9974;2392787.2998;6.6828;16.144;10730.5453;7.2138;229.2265;585.0518;745.0433;2.4273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2538;436.5275;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;695
695;0.3427;669.6142;24302.0;0.196;656.4439;2181183.94;6.9851;15.5618;10642.3869;7.0043;350.9711;533.2078;868.5747;1.3935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.062;362.9673;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;696
696;0.369;333.7699;24302.0;0.2249;321.275;2106685.223;5.3143;15.1604;11121.2438;7.432;227.9055;514.9552;762.2748;2.3943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5717;244.2838;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;697
697;0.4034;462.1189;24302.0;0.2609;447.9495;2416887.9772;6.27;16.7008;10213.3466;7.6106;275.1988;590.9566;884.7741;2.4435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.8983;34.2479;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;698
698;0.3784;374.3856;24302.0;0.2403;362.5515;2082501.2822;6.185;15.6591;11237.8316;7.9292;213.3108;509.03;770.2337;2.3132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4984;39.4375;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;699
699;0.3548;403.5042;24302.0;0.2236;390.8704;2340654.1975;5.1856;16.4181;11284.418;7.7163;281.5988;572.2789;719.8797;2.4673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4183;14.1796;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;700
700;0.3315;743.8925;24302.0;0.1944;731.3803;2218307.5871;6.9913;16.0483;11047.4183;7.1296;372.3297;542.3033;859.4817;1.4164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1472;213.8153;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;701
701;0.3387;404.4245;24302.0;0.2086;392.9158;2150004.2396;5.7091;16.7676;11141.4535;7.9469;246.4616;525.5686;722.0406;2.0044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.6485;178.7427;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;702
702;0.3828;550.2046;24302.0;0.238;535.7236;2429820.7448;5.1248;16.6915;10052.6455;7.8425;390.6684;594.1252;775.4386;2.5858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8017;107.4844;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;703
703;0.3599;433.6109;24302.0;0.2226;420.8801;2253309.6497;6.5393;15.0582;11754.2514;7.3128;240.5312;550.879;725.7679;1.9682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8277;347.7908;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;704
704;0.4018;595.9063;24302.0;0.259;582.2522;2323439.8944;6.8544;16.9107;10062.5423;7.3455;310.7322;568.0613;813.1522;2.1812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7952;447.9694;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;705
705;0.3761;715.5638;24302.0;0.2365;703.3612;2124359.1075;6.8204;16.536;10528.0089;7.2007;373.4906;519.2854;748.6931;1.9454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.1516;272.4461;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;706
